0.000000000000000000e+00 5.014427200000000084e-01 1.954786659999999898e+00 1.978875900000000021e-01 1.476914800000000139e-01 1.605907799999999885e-01 1.612734100000000059e-01 6.404701999999999618e-02
5.000000000000000104e-03 4.712158580344780190e-01 1.971436642231452208e+00 1.879296051849396465e-01 1.857162297437298104e-01 1.755276725282888528e-01 1.924880793204061524e-01 6.414308586052426542e-02
1.000000000000000021e-02 4.385787020693442950e-01 1.991537812518597628e+00 1.807171655723891490e-01 2.146321121022638501e-01 1.846474951217742522e-01 2.127662036899067299e-01 6.445209767167177362e-02
1.499999999999999944e-02 4.059354531699870261e-01 2.010532983891201830e+00 1.756739227059631037e-01 2.367560348874824805e-01 1.897167193233407212e-01 2.287166580291720708e-01 6.491979170371131591e-02
2.000000000000000042e-02 3.742835231604521584e-01 2.026697042526588000e+00 1.723130445334153937e-01 2.539048217087449544e-01 1.920891460383987170e-01 2.436096776051266954e-01 6.550605531538787607e-02
2.500000000000000139e-02 3.440281884452505712e-01 2.039462226065315242e+00 1.702329778505422553e-01 2.674427309908304351e-01 1.927392571664994503e-01 2.591646130422078365e-01 6.618161005823225418e-02
2.999999999999999889e-02 3.153464919132716315e-01 2.048681961430374177e+00 1.691092499618615796e-01 2.783613749746685628e-01 1.923340572094607015e-01 2.763730736321102222e-01 6.692517616807940051e-02
3.500000000000000333e-02 2.883518597524165061e-01 2.054307572864511489e+00 1.686842115478549564e-01 2.873636012400926920e-01 1.913109311761914122e-01 2.958923289457844885e-01 6.772122018244736141e-02
4.000000000000000083e-02 2.631695264485942598e-01 2.056247667421748027e+00 1.687560129703553624e-01 2.949370187365975560e-01 1.899450601149084150e-01 3.182422409540758834e-01 6.855824928572354371e-02
4.499999999999999833e-02 2.399700881590151325e-01 2.054311494868109822e+00 1.691678337684381916e-01 3.014126282489493214e-01 1.884014460812516445e-01 3.439062732627407581e-01 6.942755864283192691e-02
5.000000000000000278e-02 2.189802197321440158e-01 2.048196692516213169e+00 1.697980879844416535e-01 3.070090642706838069e-01 1.867723906796227296e-01 3.733779197691003415e-01 7.032232860404172281e-02
5.500000000000000028e-02 2.004754099094592235e-01 2.037511006974670025e+00 1.705520618240118635e-01 3.118649707126539550e-01 1.851033796273101883e-01 4.071647502896190707e-01 7.123698120158386549e-02
5.999999999999999778e-02 1.847517916331963828e-01 2.021833096804453334e+00 1.713552623791839979e-01 3.160625433200899836e-01 1.834106475597089558e-01 4.457467285025529802e-01 7.216672525352636758e-02
6.500000000000000222e-02 1.720728593330795586e-01 2.000819671997031257e+00 1.721486601118096538e-01 3.196451634397894370e-01 1.816933324211439382e-01 4.894832426955281757e-01 7.310723954216052922e-02
7.000000000000000666e-02 1.625968872211981109e-01 1.974346098636412750e+00 1.728858694149482123e-01 3.226315112598571178e-01 1.799424060593095565e-01 5.384832962849137594e-01 7.405446229411544179e-02
7.499999999999999722e-02 1.563113498524003331e-01 1.942627684341691197e+00 1.735319631304858834e-01 3.250276231473881450e-01 1.781476271439401959e-01 5.924930540828622361e-01 7.500446780922623291e-02
8.000000000000000167e-02 1.530125188421502525e-01 1.906247476566509391e+00 1.740631114696610249e-01 3.268370204003151480e-01 1.763026525927065546e-01 6.508758882412404301e-01 7.595341676816624865e-02
8.500000000000000611e-02 1.523474992162016650e-01 1.866060291344328714e+00 1.744659668689220733e-01 3.280680271460562625e-01 1.744077687010692768e-01 7.127155396769416784e-01 7.689756414609771884e-02
8.999999999999999667e-02 1.538940494864171060e-01 1.823026091733918941e+00 1.747361335012827532e-01 3.287375141654102495e-01 1.724700225485529814e-01 7.769889752274100614e-01 7.783330280261564760e-02
9.500000000000000111e-02 1.572354752768292951e-01 1.778059179232375664e+00 1.748758511175178276e-01 3.288713542868840767e-01 1.705014246348892926e-01 8.427219849923718309e-01 7.875721945367963883e-02
1.000000000000000056e-01 1.620056836222546204e-01 1.731941469102550979e+00 1.748915109923321332e-01 3.285027725047484637e-01 1.685164188804383623e-01 9.090790115296353280e-01 7.966614517479612967e-02
1.049999999999999961e-01 1.679046607865915808e-01 1.685296967675394608e+00 1.747915581160319753e-01 3.276698885211614121e-01 1.665296142629846821e-01 9.753902424363030121e-01 8.055719127049305872e-02
1.100000000000000006e-01 1.746959242093489295e-01 1.638602547908738716e+00 1.745850133042780861e-01 3.264133343937133946e-01 1.645542377673924472e-01 1.041141257693776634e+00 8.142776862821385353e-02
1.150000000000000050e-01 1.821965447546555761e-01 1.592212921663058056e+00 1.742805793395635627e-01 3.247743371548423852e-01 1.626013241336257686e-01 1.105947755894165718e+00 8.227559284278439244e-02
1.199999999999999956e-01 1.902658766368381937e-01 1.546387244649816139e+00 1.738861879718412995e-01 3.227933467519290556e-01 1.606794692118348467e-01 1.169528259600806974e+00 8.309867864749420630e-02
1.250000000000000000e-01 1.987956015362006557e-01 1.501312171435889464e+00 1.734088323121966979e-01 3.205091400370784771e-01 1.587949344776237171e-01 1.231680211924762958e+00 8.389532715691151721e-02
1.300000000000000044e-01 2.077017881407553501e-01 1.457120109809575847e+00 1.728545605279840081e-01 3.179582867282643166e-01 1.569519282906337299e-01 1.292260854339493115e+00 8.466410880166340414e-02
1.350000000000000089e-01 2.169188353071503650e-01 1.413903102709266557e+00 1.722285537224754748e-01 3.151748738224539048e-01 1.551529558611428328e-01 1.351172523662859337e+00 8.540384393690571285e-02
1.400000000000000133e-01 2.263949616624884031e-01 1.371723157700903695e+00 1.715352365982655003e-01 3.121904033925628208e-01 1.533991678648440604e-01 1.408351583508308469e+00 8.611358258003701249e-02
1.449999999999999900e-01 2.360888694045210068e-01 1.330619885814357195e+00 1.707783945657176117e-01 3.090338018964454703e-01 1.516906751073851256e-01 1.463760136099222509e+00 8.679258419171528849e-02
1.499999999999999944e-01 2.459672806394258282e-01 1.290616140232753173e+00 1.699612840057027896e-01 3.057314989395913951e-01 1.500268163514814068e-01 1.517379821704867293e+00 8.744029806424008511e-02
1.549999999999999989e-01 2.560031149941977557e-01 1.251722183113183062e+00 1.690867296337261183e-01 3.023075464956216374e-01 1.484063766976144727e-01 1.569207170154089281e+00 8.805634466202934274e-02
1.600000000000000033e-01 2.661741150866830941e-01 1.213938821134455948e+00 1.681572072586775823e-01 2.987837575399421297e-01 1.468277606505162813e-01 1.619250053642259157e+00 8.864049811690068170e-02
1.650000000000000078e-01 2.764618222173371165e-01 1.177259732849196050e+00 1.671749142263596333e-01 2.951798563513238771e-01 1.452891283035384062e-01 1.667525007973089446e+00 8.919266988410427810e-02
1.700000000000000122e-01 2.868507939906544402e-01 1.141673237029300569e+00 1.661418268897217887e-01 2.915136288077819215e-01 1.437884980022260673e-01 1.714055165376265677e+00 8.971289364870804750e-02
1.750000000000000167e-01 2.973280053111586607e-01 1.107163635754295106e+00 1.650597476982990641e-01 2.878010696125673507e-01 1.423238230222579059e-01 1.758868657193121576e+00 9.020131143100472426e-02
1.799999999999999933e-01 3.078823843533918803e-01 1.073712244643016511e+00 1.639303443887366596e-01 2.840565240743428976e-01 1.408930494525365285e-01 1.801997366068669004e+00 9.065816081842786867e-02
1.849999999999999978e-01 3.185044496386774115e-01 1.041298188182208095e+00 1.627551815040438055e-01 2.802928219462567649e-01 1.394941571774729605e-01 1.843475945763996870e+00 9.108376329824906248e-02
1.900000000000000022e-01 3.291860302359259083e-01 1.009899002428095827e+00 1.615357460711520088e-01 2.765214035448247398e-01 1.381251885012150515e-01 1.883341061549916873e+00 9.147851361317844987e-02
1.950000000000000067e-01 3.399200323929630896e-01 9.794911303804192393e-01 1.602734691078044338e-01 2.727524368955922540e-01 1.367842694088306221e-01 1.921630759116814469e+00 9.184287004670366183e-02
2.000000000000000111e-01 3.507002613639471078e-01 9.500502889059290190e-01 1.589697427916945405e-01 2.689949272697728655e-01 1.354696223555736934e-01 1.958383983735320966e+00 9.217734560014834155e-02
2.050000000000000155e-01 3.615212757956358103e-01 9.215517614016206505e-01 1.576259346463403377e-01 2.652568184320653888e-01 1.341795745368997705e-01 1.993640190121878097e+00 9.248249998064736466e-02
2.099999999999999922e-01 3.723782687534116231e-01 8.939706292352526118e-01 1.562433990145630780e-01 2.615450861709071040e-01 1.329125622335649570e-01 2.027439028402234555e+00 9.275893234409636479e-02
2.149999999999999967e-01 3.832669707636975898e-01 8.672819530089704854e-01 1.548234862590756322e-01 2.578658245727963316e-01 1.316671321941483286e-01 2.059820093211484515e+00 9.300727473480434326e-02
2.200000000000000011e-01 3.941835695793762806e-01 8.414609160615944550e-01 1.533675504752947949e-01 2.542243257975166371e-01 1.304419415217666633e-01 2.090822721010395124e+00 9.322818614226582867e-02
2.250000000000000056e-01 4.051246443538745745e-01 8.164829357096822227e-01 1.518769554034673785e-01 2.506251533113285634e-01 1.292357556691886011e-01 2.120485829797868593e+00 9.342234715963235181e-02
2.300000000000000100e-01 4.160871095272393183e-01 7.923237530742303081e-01 1.503530792398554139e-01 2.470722094827108584e-01 1.280474457418157297e-01 2.148847787970013634e+00 9.359045515537313398e-02
2.350000000000000144e-01 4.270681729536985327e-01 7.689594910108229486e-01 1.487973178850525990e-01 2.435687968845711704e-01 1.268759842637663671e-01 2.175946324762856321e+00 9.373322002917663931e-02
2.399999999999999911e-01 4.380652904523675284e-01 7.463667219832207378e-01 1.472110882094042339e-01 2.401176763681222015e-01 1.257204423064230969e-01 2.201818431963781908e+00 9.385136021932966033e-02
2.449999999999999956e-01 4.490761384949789603e-01 7.245224946745729699e-01 1.455958294219363569e-01 2.367211182860309016e-01 1.245799843741158264e-01 2.226500318398505041e+00 9.394559935971953657e-02
2.500000000000000000e-01 4.600985818870082511e-01 7.034043734081385502e-01 1.439530046671173846e-01 2.333809515598576911e-01 1.234538646484701907e-01 2.250027351361631123e+00 9.401666309628074758e-02
2.550000000000000044e-01 4.711306535740233947e-01 6.829904508678550368e-01 1.422841012624206924e-01 2.300986067967285831e-01 1.223414220784237311e-01 2.272434033302525247e+00 9.406527644332587923e-02
2.600000000000000089e-01 4.821705313202464538e-01 6.632593692498938154e-01 1.405906310625235633e-01 2.268751574377456115e-01 1.212420764265342982e-01 2.293753970039245083e+00 9.409216128547941149e-02
2.650000000000000133e-01 4.932165215958791427e-01 6.441903257522573201e-01 1.388741298110623412e-01 2.237113564296731028e-01 1.201553236506451156e-01 2.314019860647470672e+00 9.409803428430985051e-02
2.700000000000000178e-01 5.042670437269868300e-01 6.257630786979916371e-01 1.371361563073328627e-01 2.206076702623578911e-01 1.190807317296432022e-01 2.333263488324447188e+00 9.408360499747499273e-02
2.750000000000000222e-01 5.153206163172807663e-01 6.079579493302839088e-01 1.353782913359733442e-01 2.175643103622068308e-01 1.180179366244201444e-01 2.351515717798181804e+00 9.404957421945611684e-02
2.800000000000000266e-01 5.263758462801152449e-01 5.907558187711139386e-01 1.336021360515459444e-01 2.145812611641332857e-01 1.169666382515349157e-01 2.368806500844011342e+00 9.399663260622341532e-02
2.850000000000000311e-01 5.374314177891691413e-01 5.741381260578236612e-01 1.318093102869531408e-01 2.116583067989613598e-01 1.159265966581406043e-01 2.385164881086897726e+00 9.392545940150870409e-02
2.899999999999999800e-01 5.484860838499323599e-01 5.580868611668681201e-01 1.300014504598842324e-01 2.087950546744426483e-01 1.148976282923782760e-01 2.400619006772702679e+00 9.383672142871711530e-02
2.949999999999999845e-01 5.595386579094785429e-01 5.425845588028944677e-01 1.281802073783974427e-01 2.059909577063904207e-01 1.138796024390831413e-01 2.415196143215035729e+00 9.373107218299321641e-02
2.999999999999999889e-01 5.705880091956413436e-01 5.276142848980872602e-01 1.263472434608836070e-01 2.032453323282390201e-01 1.128724377422767600e-01 2.428922696798048175e+00 9.360915128802962948e-02
